,Pclass,Sex,Age,SibSp,Parch,Fare,ischild,Title,Surname
527,1,male,28.0,0,0,221.7792,False,Mr,False
528,3,male,39.0,0,0,7.925,False,Mr,False
529,2,male,23.0,2,1,11.5,False,Mr,False
530,2,female,2.0,1,1,26.0,True,Miss,False
531,3,male,28.0,0,0,7.2292,False,Mr,False
532,3,male,17.0,1,1,7.2292,False,Mr,False
533,3,female,28.0,0,2,22.3583,False,Mrs,True
534,3,female,30.0,0,0,8.6625,False,Miss,False
535,2,female,7.0,0,2,26.25,True,Miss,False
536,1,male,45.0,0,0,26.55,False,Major,False
537,1,female,30.0,0,0,106.425,False,Miss,False
538,3,male,28.0,0,0,14.5,False,Mr,False
539,1,female,22.0,0,2,49.5,False,Miss,False
540,1,female,36.0,0,2,71.0,False,Miss,False
541,3,female,9.0,4,2,31.275,True,Miss,False
542,3,female,11.0,4,2,31.275,False,Miss,False
543,2,male,32.0,1,0,26.0,False,Mr,False
544,1,male,50.0,1,0,106.425,False,Mr,False
545,1,male,64.0,0,0,26.0,False,Mr,False
546,2,female,19.0,1,0,26.0,False,Mrs,True
547,2,male,28.0,0,0,13.8625,False,Mr,False
548,3,male,33.0,1,1,20.525,False,Mr,False
549,2,male,8.0,1,1,36.75,True,Master,False
550,1,male,17.0,0,2,110.8833,False,Mr,False
551,2,male,27.0,0,0,26.0,False,Mr,False
552,3,male,28.0,0,0,7.8292,False,Mr,False
553,3,male,22.0,0,0,7.225,False,Mr,True
554,3,female,22.0,0,0,7.775,False,Miss,False
555,1,male,62.0,0,0,26.55,False,Mr,False
556,1,female,48.0,1,0,39.6,False,Lady,True
557,1,male,28.0,0,0,227.525,False,Mr,False
558,1,female,39.0,1,1,79.65,False,Mrs,True
559,3,female,36.0,1,0,17.4,False,Mrs,True
560,3,male,28.0,0,0,7.75,False,Mr,False
561,3,male,40.0,0,0,7.8958,False,Mr,False
562,2,male,28.0,0,0,13.5,False,Mr,False
563,3,male,28.0,0,0,8.05,False,Mr,False
564,3,female,28.0,0,0,8.05,False,Miss,True
565,3,male,24.0,2,0,24.15,False,Mr,False
566,3,male,19.0,0,0,7.8958,False,Mr,False
567,3,female,29.0,0,4,21.075,False,Mrs,True
568,3,male,28.0,0,0,7.2292,False,Mr,False
569,3,male,32.0,0,0,7.8542,False,Mr,False
570,2,male,62.0,0,0,10.5,False,Mr,False
571,1,female,53.0,2,0,51.4792,False,Mrs,True
572,1,male,36.0,0,0,26.3875,False,Mr,True
573,3,female,28.0,0,0,7.75,False,Miss,False
574,3,male,16.0,0,0,8.05,False,Mr,False
575,3,male,19.0,0,0,14.5,False,Mr,False
576,2,female,34.0,0,0,13.0,False,Miss,False
577,1,female,39.0,1,0,55.9,False,Mrs,True
578,3,female,28.0,1,0,14.4583,False,Mrs,True
579,3,male,32.0,0,0,7.925,False,Mr,False
580,2,female,25.0,1,1,30.0,False,Miss,False
581,1,female,39.0,1,1,110.8833,False,Mrs,True
582,2,male,54.0,0,0,26.0,False,Mr,False
583,1,male,36.0,0,0,40.125,False,Mr,False
584,3,male,28.0,0,0,8.7125,False,Mr,False
585,1,female,18.0,0,2,79.65,False,Miss,False
586,2,male,47.0,0,0,15.0,False,Mr,False
587,1,male,60.0,1,1,79.2,False,Mr,False
588,3,male,22.0,0,0,8.05,False,Mr,False
589,3,male,28.0,0,0,8.05,False,Mr,False
590,3,male,35.0,0,0,7.125,False,Mr,False
591,1,female,52.0,1,0,78.2667,False,Mrs,True
592,3,male,47.0,0,0,7.25,False,Mr,False
593,3,female,28.0,0,2,7.75,False,Miss,False
594,2,male,37.0,1,0,26.0,False,Mr,False
595,3,male,36.0,1,1,24.15,False,Mr,False
596,2,female,28.0,0,0,33.0,False,Miss,False
597,3,male,49.0,0,0,0.0,False,Mr,False
598,3,male,28.0,0,0,7.225,False,Mr,False
599,1,male,49.0,1,0,56.9292,False,Sir,True
600,2,female,24.0,2,1,27.0,False,Mrs,True
601,3,male,28.0,0,0,7.8958,False,Mr,False
602,1,male,28.0,0,0,42.4,False,Mr,False
603,3,male,44.0,0,0,8.05,False,Mr,False
604,1,male,35.0,0,0,26.55,False,Mr,True
605,3,male,36.0,1,0,15.55,False,Mr,False
606,3,male,30.0,0,0,7.8958,False,Mr,False
607,1,male,27.0,0,0,30.5,False,Mr,False
608,2,female,22.0,1,2,41.5792,False,Mrs,True
609,1,female,40.0,0,0,153.4625,False,Miss,False
610,3,female,39.0,1,5,31.275,False,Mrs,True
611,3,male,28.0,0,0,7.05,False,Mr,False
612,3,female,28.0,1,0,15.5,False,Miss,False
613,3,male,28.0,0,0,7.75,False,Mr,False
614,3,male,35.0,0,0,8.05,False,Mr,False
615,2,female,24.0,1,2,65.0,False,Miss,False
616,3,male,34.0,1,1,14.4,False,Mr,False
617,3,female,26.0,1,0,16.1,False,Mrs,True
618,2,female,4.0,2,1,39.0,True,Miss,False
619,2,male,26.0,0,0,10.5,False,Mr,False
620,3,male,27.0,1,0,14.4542,False,Mr,False
621,1,male,42.0,1,0,52.5542,False,Mr,False
622,3,male,20.0,1,1,15.7417,False,Mr,False
623,3,male,21.0,0,0,7.8542,False,Mr,False
624,3,male,21.0,0,0,16.1,False,Mr,False
625,1,male,61.0,0,0,32.3208,False,Mr,False
626,2,male,57.0,0,0,12.35,False,Rev,False
627,1,female,21.0,0,0,77.9583,False,Miss,False
628,3,male,26.0,0,0,7.8958,False,Mr,False
629,3,male,28.0,0,0,7.7333,False,Mr,False
630,1,male,80.0,0,0,30.0,False,Mr,False
631,3,male,51.0,0,0,7.0542,False,Mr,False
632,1,male,32.0,0,0,30.5,False,Dr,False
633,1,male,28.0,0,0,0.0,False,Mr,False
634,3,female,9.0,3,2,27.9,True,Miss,False
635,2,female,28.0,0,0,13.0,False,Miss,False
636,3,male,32.0,0,0,7.925,False,Mr,False
637,2,male,31.0,1,1,26.25,False,Mr,False
638,3,female,41.0,0,5,39.6875,False,Mrs,True
639,3,male,28.0,1,0,16.1,False,Mr,False
640,3,male,20.0,0,0,7.8542,False,Mr,False
641,1,female,24.0,0,0,69.3,False,Mlle,False
642,3,female,2.0,3,2,27.9,True,Miss,False
643,3,male,28.0,0,0,56.4958,False,Mr,False
644,3,female,0.75,2,1,19.2583,True,Miss,False
645,1,male,48.0,1,0,76.7292,False,Mr,False
646,3,male,19.0,0,0,7.8958,False,Mr,False
647,1,male,56.0,0,0,35.5,False,Col,False
648,3,male,28.0,0,0,7.55,False,Mr,False
649,3,female,23.0,0,0,7.55,False,Miss,False
650,3,male,28.0,0,0,7.8958,False,Mr,False
651,2,female,18.0,0,1,23.0,False,Miss,False
652,3,male,21.0,0,0,8.4333,False,Mr,False
653,3,female,28.0,0,0,7.8292,False,Miss,False
654,3,female,18.0,0,0,6.75,False,Miss,False
655,2,male,24.0,2,0,73.5,False,Mr,False
656,3,male,28.0,0,0,7.8958,False,Mr,False
657,3,female,32.0,1,1,15.5,False,Mrs,True
658,2,male,23.0,0,0,13.0,False,Mr,False
659,1,male,58.0,0,2,113.275,False,Mr,False
660,1,male,50.0,2,0,133.65,False,Dr,False
661,3,male,40.0,0,0,7.225,False,Mr,False
662,1,male,47.0,0,0,25.5875,False,Mr,False
663,3,male,36.0,0,0,7.4958,False,Mr,False
664,3,male,20.0,1,0,7.925,False,Mr,False
665,2,male,32.0,2,0,73.5,False,Mr,False
666,2,male,25.0,0,0,13.0,False,Mr,False
667,3,male,28.0,0,0,7.775,False,Mr,False
668,3,male,43.0,0,0,8.05,False,Mr,False
669,1,female,28.0,1,0,52.0,False,Mrs,True
670,2,female,40.0,1,1,39.0,False,Mrs,True
671,1,male,31.0,1,0,52.0,False,Mr,False
672,2,male,70.0,0,0,10.5,False,Mr,False
673,2,male,31.0,0,0,13.0,False,Mr,False
674,2,male,28.0,0,0,0.0,False,Mr,False
675,3,male,18.0,0,0,7.775,False,Mr,False
676,3,male,24.5,0,0,8.05,False,Mr,False
677,3,female,18.0,0,0,9.8417,False,Miss,False
678,3,female,43.0,1,6,46.9,False,Mrs,True
679,1,male,36.0,0,1,512.3292,False,Mr,False
680,3,female,28.0,0,0,8.1375,False,Miss,False
681,1,male,27.0,0,0,76.7292,False,Mr,False
682,3,male,20.0,0,0,9.225,False,Mr,False
683,3,male,14.0,5,2,46.9,False,Mr,False
684,2,male,60.0,1,1,39.0,False,Mr,False
685,2,male,25.0,1,2,41.5792,False,Mr,False
686,3,male,14.0,4,1,39.6875,False,Mr,False
687,3,male,19.0,0,0,10.1708,False,Mr,False
688,3,male,18.0,0,0,7.7958,False,Mr,False
689,1,female,15.0,0,1,211.3375,False,Miss,False
690,1,male,31.0,1,0,57.0,False,Mr,False
691,3,female,4.0,0,1,13.4167,True,Miss,False
692,3,male,28.0,0,0,56.4958,False,Mr,False
693,3,male,25.0,0,0,7.225,False,Mr,False
694,1,male,60.0,0,0,26.55,False,Col,False
695,2,male,52.0,0,0,13.5,False,Mr,False
696,3,male,44.0,0,0,8.05,False,Mr,False
697,3,female,28.0,0,0,7.7333,False,Miss,False
698,1,male,49.0,1,1,110.8833,False,Mr,False
699,3,male,42.0,0,0,7.65,False,Mr,False
700,1,female,18.0,1,0,227.525,False,Mrs,True
701,1,male,35.0,0,0,26.2875,False,Mr,False
702,3,female,18.0,0,1,14.4542,False,Miss,False
703,3,male,25.0,0,0,7.7417,False,Mr,False
704,3,male,26.0,1,0,7.8542,False,Mr,False
705,2,male,39.0,0,0,26.0,False,Mr,True
706,2,female,45.0,0,0,13.5,False,Mrs,False
707,1,male,42.0,0,0,26.2875,False,Mr,False
708,1,female,22.0,0,0,151.55,False,Miss,False
709,3,male,28.0,1,1,15.2458,False,Master,True
710,1,female,24.0,0,0,49.5042,False,Mlle,True
711,1,male,28.0,0,0,26.55,False,Mr,False
712,1,male,48.0,1,0,52.0,False,Mr,False
713,3,male,29.0,0,0,9.4833,False,Mr,False
714,2,male,52.0,0,0,13.0,False,Mr,False
715,3,male,19.0,0,0,7.65,False,Mr,False
716,1,female,38.0,0,0,227.525,False,Miss,False
717,2,female,27.0,0,0,10.5,False,Miss,False
718,3,male,28.0,0,0,15.5,False,Mr,False
719,3,male,33.0,0,0,7.775,False,Mr,False
720,2,female,6.0,0,1,33.0,True,Miss,False
721,3,male,17.0,1,0,7.0542,False,Mr,False
722,2,male,34.0,0,0,13.0,False,Mr,False
723,2,male,50.0,0,0,13.0,False,Mr,False
724,1,male,27.0,1,0,53.1,False,Mr,False
725,3,male,20.0,0,0,8.6625,False,Mr,False
726,2,female,30.0,3,0,21.0,False,Mrs,True
727,3,female,28.0,0,0,7.7375,False,Miss,False
728,2,male,25.0,1,0,26.0,False,Mr,False
729,3,female,25.0,1,0,7.925,False,Miss,False
730,1,female,29.0,0,0,211.3375,False,Miss,False
731,3,male,11.0,0,0,18.7875,False,Mr,False
732,2,male,28.0,0,0,0.0,False,Mr,False
733,2,male,23.0,0,0,13.0,False,Mr,False
734,2,male,23.0,0,0,13.0,False,Mr,False
735,3,male,28.5,0,0,16.1,False,Mr,False
736,3,female,48.0,1,3,34.375,False,Mrs,True
737,1,male,35.0,0,0,512.3292,False,Mr,False
738,3,male,28.0,0,0,7.8958,False,Mr,False
739,3,male,28.0,0,0,7.8958,False,Mr,False
740,1,male,28.0,0,0,30.0,False,Mr,False
741,1,male,36.0,1,0,78.85,False,Mr,False
742,1,female,21.0,2,2,262.375,False,Miss,False
743,3,male,24.0,1,0,16.1,False,Mr,False
744,3,male,31.0,0,0,7.925,False,Mr,False
745,1,male,70.0,1,1,71.0,False,Capt,False
746,3,male,16.0,1,1,20.25,False,Mr,False
747,2,female,30.0,0,0,13.0,False,Miss,False
748,1,male,19.0,1,0,53.1,False,Mr,False
749,3,male,31.0,0,0,7.75,False,Mr,False
750,2,female,4.0,1,1,23.0,True,Miss,False
751,3,male,6.0,0,1,12.475,True,Master,False
752,3,male,33.0,0,0,9.5,False,Mr,False
753,3,male,23.0,0,0,7.8958,False,Mr,False
754,2,female,48.0,1,2,65.0,False,Mrs,True
755,2,male,0.67,1,1,14.5,True,Master,False
756,3,male,28.0,0,0,7.7958,False,Mr,False
757,2,male,18.0,0,0,11.5,False,Mr,False
758,3,male,34.0,0,0,8.05,False,Mr,False
759,1,female,33.0,0,0,86.5,False,the Countess,True
760,3,male,28.0,0,0,14.5,False,Mr,False
761,3,male,41.0,0,0,7.125,False,Mr,False
762,3,male,20.0,0,0,7.2292,False,Mr,False
763,1,female,36.0,1,2,120.0,False,Mrs,True
764,3,male,16.0,0,0,7.775,False,Mr,False
765,1,female,51.0,1,0,77.9583,False,Mrs,True
766,1,male,28.0,0,0,39.6,False,Dr,False
767,3,female,30.5,0,0,7.75,False,Miss,False
768,3,male,28.0,1,0,24.15,False,Mr,False
769,3,male,32.0,0,0,8.3625,False,Mr,False
770,3,male,24.0,0,0,9.5,False,Mr,False
771,3,male,48.0,0,0,7.8542,False,Mr,False
772,2,female,57.0,0,0,10.5,False,Mrs,True
773,3,male,28.0,0,0,7.225,False,Mr,False
774,2,female,54.0,1,3,23.0,False,Mrs,True
775,3,male,18.0,0,0,7.75,False,Mr,False
776,3,male,28.0,0,0,7.75,False,Mr,False
777,3,female,5.0,0,0,12.475,True,Miss,False
778,3,male,28.0,0,0,7.7375,False,Mr,False
779,1,female,43.0,0,1,211.3375,False,Mrs,True
780,3,female,13.0,0,0,7.2292,False,Miss,False
781,1,female,17.0,1,0,57.0,False,Mrs,True
782,1,male,29.0,0,0,30.0,False,Mr,False
783,3,male,28.0,1,2,23.45,False,Mr,False
784,3,male,25.0,0,0,7.05,False,Mr,False
785,3,male,25.0,0,0,7.25,False,Mr,True
786,3,female,18.0,0,0,7.4958,False,Miss,False
787,3,male,8.0,4,1,29.125,True,Master,False
788,3,male,1.0,1,2,20.575,True,Master,False
789,1,male,46.0,0,0,79.2,False,Mr,False
790,3,male,28.0,0,0,7.75,False,Mr,False
791,2,male,16.0,0,0,26.0,False,Mr,False
792,3,female,28.0,8,2,69.55,False,Miss,False
793,1,male,28.0,0,0,30.6958,False,Mr,False
794,3,male,25.0,0,0,7.8958,False,Mr,False
795,2,male,39.0,0,0,13.0,False,Mr,False
796,1,female,49.0,0,0,25.9292,False,Dr,True
797,3,female,31.0,0,0,8.6833,False,Mrs,False
798,3,male,30.0,0,0,7.2292,False,Mr,False
799,3,female,30.0,1,1,24.15,False,Mrs,True
800,2,male,34.0,0,0,13.0,False,Mr,False
801,2,female,31.0,1,1,26.25,False,Mrs,True
802,1,male,11.0,1,2,120.0,False,Master,False
803,3,male,0.42,0,1,8.5167,True,Master,False
804,3,male,27.0,0,0,6.975,False,Mr,False
805,3,male,31.0,0,0,7.775,False,Mr,False
806,1,male,39.0,0,0,0.0,False,Mr,False
807,3,female,18.0,0,0,7.775,False,Miss,False
808,2,male,39.0,0,0,13.0,False,Mr,False
809,1,female,33.0,1,0,53.1,False,Mrs,True
810,3,male,26.0,0,0,7.8875,False,Mr,False
811,3,male,39.0,0,0,24.15,False,Mr,False
812,2,male,35.0,0,0,10.5,False,Mr,False
813,3,female,6.0,4,2,31.275,True,Miss,False
814,3,male,30.5,0,0,8.05,False,Mr,False
815,1,male,28.0,0,0,0.0,False,Mr,False
816,3,female,23.0,0,0,7.925,False,Miss,False
817,2,male,31.0,1,1,37.0042,False,Mr,False
818,3,male,43.0,0,0,6.45,False,Mr,False
819,3,male,10.0,3,2,27.9,True,Master,False
820,1,female,52.0,1,1,93.5,False,Mrs,True
821,3,male,27.0,0,0,8.6625,False,Mr,False
822,1,male,38.0,0,0,0.0,False,Jonkheer,False
823,3,female,27.0,0,1,12.475,False,Mrs,True
824,3,male,2.0,4,1,39.6875,True,Master,False
825,3,male,28.0,0,0,6.95,False,Mr,False
826,3,male,28.0,0,0,56.4958,False,Mr,False
827,2,male,1.0,0,2,37.0042,True,Master,False
828,3,male,28.0,0,0,7.75,False,Mr,False
829,1,female,62.0,0,0,80.0,False,Mrs,True
830,3,female,15.0,1,0,14.4542,False,Mrs,True
831,2,male,0.83,1,1,18.75,True,Master,False
832,3,male,28.0,0,0,7.2292,False,Mr,False
833,3,male,23.0,0,0,7.8542,False,Mr,False
834,3,male,18.0,0,0,8.3,False,Mr,False
835,1,female,39.0,1,1,83.1583,False,Miss,False
836,3,male,21.0,0,0,8.6625,False,Mr,False
837,3,male,28.0,0,0,8.05,False,Mr,False
838,3,male,32.0,0,0,56.4958,False,Mr,False
839,1,male,28.0,0,0,29.7,False,Mr,False
840,3,male,20.0,0,0,7.925,False,Mr,False
841,2,male,16.0,0,0,10.5,False,Mr,False
842,1,female,30.0,0,0,31.0,False,Miss,False
843,3,male,34.5,0,0,6.4375,False,Mr,False
844,3,male,17.0,0,0,8.6625,False,Mr,False
845,3,male,42.0,0,0,7.55,False,Mr,False
846,3,male,28.0,8,2,69.55,False,Mr,False
847,3,male,35.0,0,0,7.8958,False,Mr,False
848,2,male,28.0,0,1,33.0,False,Rev,False
849,1,female,28.0,1,0,89.1042,False,Mrs,True
850,3,male,4.0,4,2,31.275,True,Master,False
851,3,male,74.0,0,0,7.775,False,Mr,False
852,3,female,9.0,1,1,15.2458,True,Miss,False
853,1,female,16.0,0,1,39.4,False,Miss,False
854,2,female,44.0,1,0,26.0,False,Mrs,True
855,3,female,18.0,0,1,9.35,False,Mrs,True
856,1,female,45.0,1,1,164.8667,False,Mrs,True
857,1,male,51.0,0,0,26.55,False,Mr,False
858,3,female,24.0,0,3,19.2583,False,Mrs,True
859,3,male,28.0,0,0,7.2292,False,Mr,False
860,3,male,41.0,2,0,14.1083,False,Mr,False
861,2,male,21.0,1,0,11.5,False,Mr,False
862,1,female,48.0,0,0,25.9292,False,Mrs,True
863,3,female,28.0,8,2,69.55,False,Miss,False
864,2,male,24.0,0,0,13.0,False,Mr,False
865,2,female,42.0,0,0,13.0,False,Mrs,True
866,2,female,27.0,1,0,13.8583,False,Miss,False
867,1,male,31.0,0,0,50.4958,False,Mr,False
868,3,male,28.0,0,0,9.5,False,Mr,False
869,3,male,4.0,1,1,11.1333,True,Master,False
870,3,male,26.0,0,0,7.8958,False,Mr,False
871,1,female,47.0,1,1,52.5542,False,Mrs,True
872,1,male,33.0,0,0,5.0,False,Mr,False
873,3,male,47.0,0,0,9.0,False,Mr,False
874,2,female,28.0,1,0,24.0,False,Mrs,True
875,3,female,15.0,0,0,7.225,False,Miss,False
876,3,male,20.0,0,0,9.8458,False,Mr,False
877,3,male,19.0,0,0,7.8958,False,Mr,False
878,3,male,28.0,0,0,7.8958,False,Mr,False
879,1,female,56.0,0,1,83.1583,False,Mrs,True
880,2,female,25.0,0,1,26.0,False,Mrs,True
881,3,male,33.0,0,0,7.8958,False,Mr,False
882,3,female,22.0,0,0,10.5167,False,Miss,False
883,2,male,28.0,0,0,10.5,False,Mr,False
884,3,male,25.0,0,0,7.05,False,Mr,False
885,3,female,39.0,0,5,29.125,False,Mrs,True
886,2,male,27.0,0,0,13.0,False,Rev,False
887,1,female,19.0,0,0,30.0,False,Miss,False
888,3,female,28.0,1,2,23.45,False,Miss,False
889,1,male,26.0,0,0,30.0,False,Mr,False
890,3,male,32.0,0,0,7.75,False,Mr,False
